# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 28 09:08:31 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmaxstr in [0.1,1]
# CONSTRAINT:  and pl_radestr in [0.5,3]
# CONSTRAINT:  and st_massstr in [0.1,1])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-296 d,Kepler-296,0,2,5,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,19.85028393,0.00005851,-0.00005851,0,0.104000,,,0,1.650,0.260,-0.270,0,,,,,,,,,,,,,,0.000000,,,0,1.73,0.80,-0.59,0,293,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,3517.00,70.00,-57.00,0,0.37,0.06,-0.06,0,0.38,0.06,-0.06,0,-0.070,0.110,-0.110,0,[Fe/H],4.88,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.3630000,1.1330000,-1.1330000,12.6000000,0.0280000,-0.0280000,15.9015000,0.0035220,-0.0035220,2015-08-25,2015-09-24,2015-08-25
Kepler-296 d,Kepler-296,0,2,5,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750L..37M/abstract target=ref>Muirhead et al. 2012</a>,19.85037041,0.00038000,-0.00038000,0,0.103860,0.005290,-0.005290,0,1.450,0.230,-0.230,0,0.129,0.021,-0.021,0,,,,,,,,,,,,,,,,,,292,,,0,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750L..37M/abstract target=ref>Muirhead et al. 2012</a>,M2 V,3517.00,70.00,-57.00,0,0.37,0.06,-0.06,0,0.38,0.06,-0.06,0,-0.070,0.110,-0.110,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.3630000,1.1330000,-1.1330000,12.6000000,0.0280000,-0.0280000,15.9015000,0.0035220,-0.0035220,2016-02-24,2012-05,2016-02-25
Kepler-296 d,Kepler-296,0,2,5,Transit,2014,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,19.85028393,0.00005851,-0.00005851,0,0.104000,,,0,1.650,0.260,-0.270,0,,,,,,,,,,,,,,0.000000,,,0,1.73,0.80,-0.59,0,293,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,3517.00,70.00,-57.00,0,0.37,0.06,-0.06,0,0.38,0.06,-0.06,0,-0.070,0.110,-0.110,0,[Fe/H],4.88,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.3630000,1.1330000,-1.1330000,12.6000000,0.0280000,-0.0280000,15.9015000,0.0035220,-0.0035220,2014-11-18,2014-12-04,2014-11-18
Kepler-296 d,Kepler-296,0,2,5,Transit,2014,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,19.85028393,0.00005851,-0.00005851,0,0.104000,,,0,1.650,0.260,-0.270,0,,,,,,,,,,,,,,0.000000,,,0,1.73,0.80,-0.59,0,293,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,3517.00,70.00,-57.00,0,0.37,0.06,-0.06,0,0.38,0.06,-0.06,0,-0.070,0.110,-0.110,0,[Fe/H],4.88,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.3630000,1.1330000,-1.1330000,12.6000000,0.0280000,-0.0280000,15.9015000,0.0035220,-0.0035220,2014-11-21,2014-12-18,2014-11-21
Kepler-296 e,Kepler-296,0,2,5,Transit,2014,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,34.14189000,0.00026350,-0.00026350,0,0.149200,,,0,1.080,0.180,-0.170,0,,,,,,,,,,,,,,0.000000,,,0,0.84,0.39,-0.29,0,244,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,3517.00,70.00,-57.00,0,0.37,0.06,-0.06,0,0.38,0.06,-0.06,0,-0.070,0.110,-0.110,0,[Fe/H],4.88,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.3630000,1.1330000,-1.1330000,12.6000000,0.0280000,-0.0280000,15.9015000,0.0035220,-0.0035220,2014-11-18,2014-12-04,2014-11-18
Kepler-296 e,Kepler-296,0,2,5,Transit,2014,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,34.14189000,0.00026350,-0.00026350,0,0.149200,,,0,1.080,0.180,-0.170,0,,,,,,,,,,,,,,0.000000,,,0,0.84,0.39,-0.29,0,244,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,3517.00,70.00,-57.00,0,0.37,0.06,-0.06,0,0.38,0.06,-0.06,0,-0.070,0.110,-0.110,0,[Fe/H],4.88,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.3630000,1.1330000,-1.1330000,12.6000000,0.0280000,-0.0280000,15.9015000,0.0035220,-0.0035220,2014-11-21,2014-12-18,2014-11-21
Kepler-296 e,Kepler-296,0,2,5,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,34.14189000,0.00026350,-0.00026350,0,0.149200,,,0,1.080,0.180,-0.170,0,,,,,,,,,,,,,,0.000000,,,0,0.84,0.39,-0.29,0,244,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,3517.00,70.00,-57.00,0,0.37,0.06,-0.06,0,0.38,0.06,-0.06,0,-0.070,0.110,-0.110,0,[Fe/H],4.88,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.3630000,1.1330000,-1.1330000,12.6000000,0.0280000,-0.0280000,15.9015000,0.0035220,-0.0035220,2015-08-25,2015-09-24,2015-08-25
Kepler-296 f,Kepler-296,0,2,5,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,63.33666060,0.00055670,-0.00055670,0,0.225300,,,0,1.230,0.200,-0.200,0,,,,,,,,,,,,,,0.000000,,,0,0.37,0.17,-0.13,0,199,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,3517.00,70.00,-57.00,0,0.37,0.06,-0.06,0,0.38,0.06,-0.06,0,-0.070,0.110,-0.110,0,[Fe/H],4.88,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.3630000,1.1330000,-1.1330000,12.6000000,0.0280000,-0.0280000,15.9015000,0.0035220,-0.0035220,2015-08-25,2015-09-24,2015-08-25
Kepler-296 f,Kepler-296,0,2,5,Transit,2014,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,63.33666060,0.00055670,-0.00055670,0,0.225300,,,0,1.230,0.200,-0.200,0,,,,,,,,,,,,,,0.000000,,,0,0.37,0.17,-0.13,0,199,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,3517.00,70.00,-57.00,0,0.37,0.06,-0.06,0,0.38,0.06,-0.06,0,-0.070,0.110,-0.110,0,[Fe/H],4.88,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.3630000,1.1330000,-1.1330000,12.6000000,0.0280000,-0.0280000,15.9015000,0.0035220,-0.0035220,2014-11-18,2014-12-04,2014-11-18
Kepler-296 f,Kepler-296,0,2,5,Transit,2014,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,63.33666060,0.00055670,-0.00055670,0,0.225300,,,0,1.230,0.200,-0.200,0,,,,,,,,,,,,,,0.000000,,,0,0.37,0.17,-0.13,0,199,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,3517.00,70.00,-57.00,0,0.37,0.06,-0.06,0,0.38,0.06,-0.06,0,-0.070,0.110,-0.110,0,[Fe/H],4.88,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.3630000,1.1330000,-1.1330000,12.6000000,0.0280000,-0.0280000,15.9015000,0.0035220,-0.0035220,2014-11-21,2014-12-18,2014-11-21
Kepler-296 d,Kepler-296,0,2,5,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,19.85029495,0.00005525,-0.00005525,0,0.105200,,,0,1.520,0.190,-0.230,0,,,,,,,,,,,,,,0.000000,,,0,1.83,0.68,-0.62,0,297,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3526.00,71.00,-78.00,0,0.38,0.05,-0.06,0,0.39,0.06,-0.07,0,-0.080,0.150,-0.150,0,[Fe/H],4.87,0.07,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.3630000,1.1330000,-1.1330000,12.6000000,0.0280000,-0.0280000,15.9015000,0.0035220,-0.0035220,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-296 e,Kepler-296,0,2,5,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,34.14205060,0.00022890,-0.00022890,0,0.151000,,,0,1.060,0.130,-0.160,0,,,,,,,,,,,,,,0.000000,,,0,0.89,0.33,-0.30,0,248,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3526.00,71.00,-78.00,0,0.38,0.05,-0.06,0,0.39,0.06,-0.07,0,-0.080,0.150,-0.150,0,[Fe/H],4.87,0.07,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.3630000,1.1330000,-1.1330000,12.6000000,0.0280000,-0.0280000,15.9015000,0.0035220,-0.0035220,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-296 f,Kepler-296,0,2,5,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,63.33547190,0.00092700,-0.00092700,0,0.227900,,,0,1.180,0.150,-0.180,0,,,,,,,,,,,,,,0.000000,,,0,0.39,0.15,-0.13,0,202,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3526.00,71.00,-78.00,0,0.38,0.05,-0.06,0,0.39,0.06,-0.07,0,-0.080,0.150,-0.150,0,[Fe/H],4.87,0.07,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.3630000,1.1330000,-1.1330000,12.6000000,0.0280000,-0.0280000,15.9015000,0.0035220,-0.0035220,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1652 b,Kepler-1652,1,1,1,Transit,2017,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,38.09722000,0.00021000,-0.00021000,0,0.165400,0.004200,-0.007500,0,1.600,0.180,-0.180,0,0.143,0.016,-0.016,0,,,,,,,,,,,,,,0.81,0.16,-0.13,0,268,27,-20,0,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,,3638.00,51.00,-51.00,0,0.38,0.04,-0.04,0,0.40,0.04,-0.05,0,-0.300,0.120,-0.120,0,[Fe/H],4.88,0.05,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,,,,16.8600000,1.1330000,-1.1330000,12.6350000,0.0240000,-0.0240000,16.0023000,0.0046400,-0.0046400,2017-11-14,2017-12,2017-11-16
K2-18 b,K2-18,0,1,2,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,32.94488000,0.00281000,-0.00281000,0,0.149100,0.005500,-0.005500,0,2.240,0.230,-0.230,0,0.200,0.021,-0.021,0,,,,,,,,,,,,,,,,,,272,15,-15,0,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,3503.00,60.00,-60.00,0,0.39,0.04,-0.04,0,0.41,0.04,-0.04,0,0.090,0.090,-0.090,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h30m14.43s,172.5601410,+07d35m16.19s,7.5878315,38.0266000,0.0795500,-0.0795500,13.4770000,0.0420000,-0.0420000,8.8990000,0.0190000,-0.0190000,12.4154000,0.0005020,-0.0005020,2019-03-18,2015-08,2015-07-16
K2-3 c,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,24.64350000,0.00120000,-0.00120000,0,0.123500,0.005800,-0.005800,0,1.180,0.170,-0.170,0,0.105,0.015,-0.015,0,,,,,,,,,,,,,,1.77,0.53,-0.53,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3841.00,82.00,-82.00,0,0.37,0.05,-0.05,0,0.41,0.06,-0.06,0,,,,,,4.91,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727000,0.1081500,-0.1081500,12.1680000,0.0090000,-0.0090000,8.5610000,0.0230000,-0.0230000,11.4785000,0.0009590,-0.0009590,2020-05-04,2016-09,2016-07-18
K2-3 d,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,44.56090000,0.00520000,-0.00520000,0,0.183300,0.008600,-0.008600,0,0.960,0.140,-0.140,0,0.086,0.012,-0.012,0,,,,,,,,,,,,,,0.80,0.24,-0.24,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3841.00,82.00,-82.00,0,0.37,0.05,-0.05,0,0.41,0.06,-0.06,0,,,,,,4.91,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727000,0.1081500,-0.1081500,12.1680000,0.0090000,-0.0090000,8.5610000,0.0230000,-0.0230000,11.4785000,0.0009590,-0.0009590,2020-05-04,2016-09,2016-07-18
